split_family,comparison_family,metric,policy_a,policy_b,unit_cols,n_units,estimate,ci_low,ci_high,p_value,beneficial,tau,policy_b_same_tau,n_audit_units,mean_abs_intervention_rate_gap,max_abs_intervention_rate_gap,exact_match_fraction,n_exact_match_units,mean_selected_threshold,min_selected_threshold,max_selected_threshold,mean_candidate_threshold_count,mean_max_attainable_intervention_rate,holm_rank,holm_n_tests,holm_threshold,holm_reject,beneficial_and_holm_significant
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session,15,-0.026666666666666675,-0.03809523809523809,-0.015555555555555567,0.0014992503748125937,False,0.10,plain_conf_threshold_matched_tau_0.10,15,0.004476190476190482,0.03595238095238096,0.0,0,0.47295254455057945,0.20878248960385565,0.984361306611485,203.0,0.7985714285714285,2,5,0.0125,True,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,-0.010476190476190474,-0.0226984126984127,0.008174603174603164,0.26436781609195403,False,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0027777777777777753,0.030000000000000027,0.13333333333333333,2,0.35983341517047635,0.14132664413225407,0.47498848389488924,203.0,0.7985714285714285,4,5,0.025,False,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,-0.007936507936507919,-0.011190476190476162,-0.004680555555555536,0.001999000499750125,False,0.20,plain_conf_threshold_matched_tau_0.20,15,0.00173015873015873,0.018571428571428572,0.26666666666666666,4,0.3000688089569643,0.14132664413225407,0.4080472404594067,203.0,0.7985714285714285,3,5,0.016666666666666666,True,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.02,plain_conf_threshold_exact_budget_tau_0.02,split_id|subject_id|session,15,-0.07349206349206347,-0.10531944444444441,-0.044365079365079364,0.0009995002498750624,False,0.02,plain_conf_threshold_matched_tau_0.02,15,0.0012539682539682536,0.002619047619047604,0.13333333333333333,2,0.777533182673859,0.4865256382078954,1.01,203.0,0.7985714285714285,1,5,0.01,True,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.05,plain_conf_threshold_exact_budget_tau_0.05,split_id|subject_id|session,15,-0.11246031746031745,-0.1431765873015873,-0.08047619047619047,0.0009995002498750624,False,0.05,plain_conf_threshold_matched_tau_0.05,15,0.0015079365079364887,0.008571428571428563,0.06666666666666667,1,0.5943043714362647,0.27400937370191286,1.01,203.0,0.7985714285714285,2,5,0.0125,True,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session,15,-0.06071428571428573,-0.07635119047619049,-0.04428174603174605,0.0009995002498750624,False,0.10,plain_conf_threshold_matched_tau_0.10,15,0.004476190476190482,0.03595238095238096,0.0,0,0.47295254455057945,0.20878248960385565,0.984361306611485,203.0,0.7985714285714285,3,5,0.016666666666666666,True,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,-0.0215873015873016,-0.03508134920634923,-0.0026984126984127294,0.0239880059970015,False,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0027777777777777753,0.030000000000000027,0.13333333333333333,2,0.35983341517047635,0.14132664413225407,0.47498848389488924,203.0,0.7985714285714285,5,5,0.05,True,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,-0.010476190476190488,-0.01476190476190477,-0.006507936507936515,0.0009995002498750624,False,0.20,plain_conf_threshold_matched_tau_0.20,15,0.00173015873015873,0.018571428571428572,0.26666666666666666,4,0.3000688089569643,0.14132664413225407,0.4080472404594067,203.0,0.7985714285714285,4,5,0.025,True,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,median_earliest_safe_s,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session,15,-3.7007434154171884e-18,-0.04000000000000001,0.039999999999999994,1.0,True,0.10,plain_conf_threshold_matched_tau_0.10,15,0.004476190476190482,0.03595238095238096,0.0,0,0.47295254455057945,0.20878248960385565,0.984361306611485,203.0,0.7985714285714285,1,3,0.016666666666666666,False,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,median_earliest_safe_s,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,0.0,0.0,0.0,1.0,False,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0027777777777777753,0.030000000000000027,0.13333333333333333,2,0.35983341517047635,0.14132664413225407,0.47498848389488924,203.0,0.7985714285714285,2,3,0.025,False,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,median_earliest_safe_s,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,0.0,0.0,0.0,1.0,False,0.20,plain_conf_threshold_matched_tau_0.20,15,0.00173015873015873,0.018571428571428572,0.26666666666666666,4,0.3000688089569643,0.14132664413225407,0.4080472404594067,203.0,0.7985714285714285,3,3,0.05,False,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,median_earliest_stable_safe_s,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,0.04666666666666667,0.01333333333333333,0.09333333333333332,0.13193403298350825,False,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0027777777777777753,0.030000000000000027,0.13333333333333333,2,0.35983341517047635,0.14132664413225407,0.47498848389488924,203.0,0.7985714285714285,1,2,0.025,False,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,median_earliest_stable_safe_s,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,0.0,0.0,0.0,1.0,False,0.20,plain_conf_threshold_matched_tau_0.20,15,0.00173015873015873,0.018571428571428572,0.26666666666666666,4,0.3000688089569643,0.14132664413225407,0.4080472404594067,203.0,0.7985714285714285,2,2,0.05,False,False

